Recovery_Debt_Score,Days_Until_Due,Task_Priority_Weight,Is_Fixed_Time,Is_Recovery_Activity,Duration_Minutes,Label,_Category_ID_debug
20,11,1,0,0,180,1,4
83,8,2,1,0,30,1,1
69,5,2,0,1,30,1,3
21,11,2,1,0,30,1,1
81,8,2,0,0,180,0,4
71,7,1,0,0,30,0,2
31,7,2,1,0,60,1,0
32,0,3,0,0,180,1,4
15,12,1,0,0,180,1,2
75,8,2,0,1,180,0,3
37,5,1,0,0,90,1,4
97,8,2,0,0,90,0,2
13,2,2,0,0,90,1,4
35,11,3,1,0,120,1,1
96,2,1,0,0,60,1,2
22,5,1,1,0,180,1,1
65,8,2,1,0,180,1,1
84,6,1,0,0,90,0,2
1,13,2,1,0,180,1,0
90,12,1,0,0,180,0,2
72,2,3,0,0,30,1,0
64,2,2,0,0,180,1,4
74,1,2,0,0,120,1,4
66,8,2,0,0,90,1,2
51,12,2,0,0,60,1,4
61,14,1,0,1,60,0,3
22,2,2,1,0,30,1,1
25,10,3,1,0,60,1,1
67,4,2,1,0,60,1,0
81,13,1,0,0,90,0,4
54,13,3,1,0,90,1,0
5,8,2,1,0,120,1,1
34,7,3,1,0,30,1,1
21,1,3,0,0,60,1,4
42,2,1,0,1,120,1,3
14,1,1,0,1,30,1,3
85,7,2,0,0,60,0,4
59,5,2,0,0,60,1,4
100,5,2,0,0,90,0,0
11,11,2,0,0,180,1,4
48,14,1,1,1,30,1,3
41,8,2,0,0,60,1,4
37,7,1,1,0,30,1,0
81,3,3,0,0,120,0,0
44,14,2,1,0,120,1,0
34,11,3,1,0,180,1,0
29,3,1,1,0,60,1,2
87,8,2,0,0,90,0,4
29,0,3,1,0,60,1,1
77,12,3,0,0,30,1,4
5,1,1,0,0,120,1,2
66,1,2,1,0,30,1,0
79,12,2,0,0,180,0,2
6,12,1,0,1,120,1,3
51,5,1,0,1,90,1,3
13,14,3,0,0,120,1,4
72,3,1,0,0,60,1,4
14,12,1,1,0,60,1,1
20,10,1,1,0,120,1,1
34,9,2,0,1,180,1,3
65,12,3,1,0,60,1,0
90,2,1,1,0,60,1,2
1,2,2,1,0,90,1,1
34,2,2,1,0,120,1,1
81,5,3,0,0,60,0,0
77,13,1,1,0,180,1,0
19,7,3,0,0,30,1,4
81,10,1,0,0,120,0,2
9,6,3,0,0,90,1,0
24,13,2,0,0,60,1,1
65,3,3,1,0,180,1,1
24,10,1,0,1,120,1,3
53,11,1,0,0,180,1,0
32,3,3,0,0,180,1,4
35,10,2,0,0,90,1,2
94,9,2,1,0,120,1,4
13,14,3,1,0,60,1,1
64,10,2,0,0,90,1,4
79,10,3,1,0,60,1,1
53,13,2,1,0,30,1,1
51,10,2,1,0,180,1,1
2,1,2,0,0,30,1,1
98,13,2,1,0,180,1,1
40,0,2,0,1,90,1,3
5,8,1,0,0,60,1,4
24,11,1,0,1,60,1,3
12,14,1,0,1,90,1,3
97,11,3,0,0,120,0,0
7,1,2,0,0,30,1,0
20,12,2,1,0,30,1,0
97,7,3,0,0,60,0,2
67,14,2,0,0,60,1,0
24,8,2,0,0,60,1,4
78,3,2,0,1,90,1,3
67,7,2,0,0,120,1,4
44,8,3,0,0,30,1,0
59,9,2,0,0,180,1,2
11,9,1,1,0,90,1,2
31,4,1,0,1,30,1,3
95,12,2,0,0,120,0,4
91,13,2,1,0,90,1,1
12,6,3,0,0,30,1,4
30,9,2,1,0,90,1,0
77,3,2,0,0,30,1,1
19,0,1,0,0,30,1,2
17,2,1,1,1,120,1,3
92,4,1,0,1,180,1,3
59,2,2,0,0,120,1,2
62,11,3,1,0,30,1,0
5,12,2,1,0,90,1,2
31,10,3,0,0,120,1,0
92,6,3,1,0,180,1,1
42,11,1,0,0,30,1,2
1,8,3,0,0,120,1,0
59,14,2,1,0,120,1,1
22,11,3,0,0,120,1,2
82,5,2,0,1,120,1,3
30,12,1,0,0,90,1,2
4,9,2,0,0,180,1,4
82,0,1,1,0,180,1,2
33,6,1,1,0,30,1,4
9,14,2,1,0,60,1,1
88,2,1,0,0,90,1,2
1,4,1,1,0,30,1,1
10,9,3,0,0,30,1,1
49,3,3,0,0,120,1,0
30,9,3,1,0,60,1,1
55,4,3,1,0,60,1,1
78,4,1,0,0,90,1,2
72,5,1,0,0,60,1,2
86,13,2,0,1,30,1,3
82,9,3,1,0,60,1,0
8,11,2,1,0,60,1,1
98,9,3,1,0,180,1,0
20,12,3,0,0,30,1,4
72,12,3,0,0,60,1,1
27,10,3,1,0,60,1,0
61,5,1,0,1,120,1,3
6,7,3,0,1,60,1,3
79,7,3,1,0,60,1,1
15,10,1,0,0,180,1,4
96,8,3,0,1,30,1,3
3,7,1,0,1,90,1,3
3,12,2,0,0,30,1,4
39,10,3,0,0,120,1,0
16,1,1,0,1,30,1,3
100,13,1,1,0,60,1,2
51,13,2,1,1,120,1,3
92,11,1,1,0,30,1,0
51,9,2,0,0,120,1,0
35,11,1,1,0,90,1,1
37,10,1,0,0,30,1,2
49,14,3,1,0,60,1,0
62,0,2,0,0,120,1,4
100,9,3,0,0,180,0,2
62,1,2,0,0,120,1,2
61,1,1,0,0,180,1,4
98,11,3,0,1,60,1,3
6,2,2,0,0,90,1,4
26,9,2,1,0,180,1,4
91,6,2,0,1,90,1,3
85,1,3,0,1,120,1,3
13,13,2,1,1,60,1,3
70,0,1,0,1,180,1,3
100,13,2,0,1,120,1,3
85,5,1,1,0,30,1,4
4,8,2,1,0,120,1,1
54,14,2,0,0,90,1,1
1,2,2,1,0,60,1,0
61,5,1,1,0,60,1,1
90,2,1,1,0,120,1,1
20,13,2,0,0,30,1,4
78,12,2,0,1,90,1,3
20,0,3,0,1,120,1,3
9,13,2,0,0,120,1,4
86,12,2,1,0,60,1,1
57,11,3,0,0,90,1,4
38,4,2,0,0,30,1,0
4,9,2,0,1,60,1,3
64,13,2,0,0,120,1,2
12,12,1,0,0,60,1,0
84,10,3,0,0,60,0,0
89,3,3,0,0,180,0,4
84,6,1,1,0,60,1,1
52,5,1,0,1,60,1,3
81,9,1,0,0,90,0,2
100,6,2,0,0,60,0,0
44,4,1,0,0,30,1,2
31,14,2,1,0,120,1,1
35,14,2,1,0,90,1,1
80,3,3,0,0,60,1,2
98,6,1,0,1,30,1,3
59,6,1,0,0,120,1,1
10,5,1,0,0,90,1,2
62,7,3,0,0,30,1,0
20,3,1,0,0,60,1,2
51,9,1,0,0,180,1,2
54,4,1,0,0,180,1,4
25,3,3,1,0,90,1,1
67,11,3,0,1,30,1,3
33,0,1,0,1,120,1,3
51,11,2,0,0,30,1,4
81,7,2,0,1,180,1,3
98,0,2,0,0,90,1,2
92,4,2,0,0,60,0,4
51,14,3,0,0,30,1,0
28,5,2,1,0,180,1,1
37,5,2,1,0,120,1,1
41,12,3,1,0,90,1,1
20,4,3,0,0,60,1,2
41,2,3,0,0,30,1,0
12,14,1,0,0,120,1,4
63,4,2,0,0,60,1,4
16,11,2,1,0,180,1,1
8,7,2,0,0,180,1,0
40,13,3,0,0,120,1,0
0,1,3,0,0,180,1,0
1,5,2,0,1,90,1,3
59,8,3,0,1,120,1,3
47,7,2,1,0,180,1,1
28,13,3,0,0,30,1,0
96,10,3,1,0,180,1,0
9,7,2,0,0,90,1,4
57,7,2,0,0,60,1,4
59,14,1,1,0,60,1,1
20,12,3,0,0,180,1,0
27,6,2,1,0,60,1,1
74,7,1,0,0,180,0,4
33,12,2,0,0,90,1,4
7,5,2,0,1,60,1,3
58,1,2,1,0,30,1,1
85,1,1,1,0,180,1,1
71,7,3,0,0,60,1,0
48,10,3,1,0,90,1,0
78,0,2,0,1,90,1,3
16,5,3,0,0,30,1,2
59,12,1,1,0,90,1,2
86,5,2,0,0,90,0,2
87,10,2,1,0,60,1,1
44,3,3,1,0,180,1,1
82,11,1,0,0,120,0,4
68,10,2,1,0,90,1,1
31,12,3,1,0,90,1,1
43,14,1,1,0,120,1,1
64,10,2,0,1,90,1,3
86,12,3,1,0,60,1,1
100,9,2,1,0,60,1,0
7,2,3,0,0,120,1,0
76,12,3,0,0,90,1,4
71,10,2,1,1,90,1,3
86,2,2,0,0,180,0,0
42,14,1,0,1,90,1,3
0,14,2,0,1,60,1,3
50,12,2,0,0,30,1,4
23,12,1,0,1,30,1,3
98,0,2,1,0,30,1,1
23,2,2,1,1,30,1,3
16,3,2,0,0,90,1,4
4,10,3,0,0,90,1,4
19,10,2,0,0,180,1,4
20,4,3,0,0,90,1,0
57,2,2,1,0,30,1,1
30,5,3,0,0,120,1,0
99,10,1,0,0,120,0,2
10,13,3,1,0,60,1,1
51,14,1,0,1,60,1,3
14,11,2,0,0,90,1,4
82,4,2,0,0,120,0,2
6,2,3,1,0,30,1,1
27,5,1,0,0,30,1,0
50,5,2,0,0,30,1,4
57,14,2,0,0,90,1,0
4,13,2,1,0,90,1,1
4,7,3,1,0,180,1,1
93,1,1,0,0,30,1,2
95,0,3,0,1,30,1,3
7,3,2,0,0,90,1,0
63,6,2,0,0,90,1,2
9,14,2,1,0,180,1,4
37,10,1,0,1,180,1,3
95,9,1,1,0,60,1,2
91,2,3,0,0,120,1,0
80,2,3,1,0,30,1,1
94,4,2,0,0,30,0,4
7,4,3,0,0,180,1,0
24,12,1,0,1,180,1,3
72,9,1,0,1,60,0,3
65,2,2,1,0,120,1,1
78,8,1,1,0,60,1,1
49,3,3,0,0,120,1,4
66,12,2,1,0,30,1,4
48,12,3,1,0,60,1,1
35,14,3,1,0,180,1,1
67,2,3,0,1,60,1,3
77,10,2,1,0,60,1,1
40,1,2,0,0,30,1,2
88,9,3,0,0,180,0,0
61,12,3,1,0,180,1,1
9,10,1,0,0,90,1,4
20,8,2,1,0,90,1,2
35,3,3,0,0,90,1,4
11,2,2,0,0,30,1,2
90,6,2,1,0,60,1,1
1,7,3,0,0,180,1,0
12,10,3,0,0,180,1,4
52,13,1,0,0,60,1,2
31,1,2,0,1,180,1,3
94,6,2,1,0,60,1,1
15,11,3,0,0,30,1,0
31,4,3,1,0,30,1,1
31,14,1,1,1,30,1,3
97,10,2,0,0,60,0,0
10,4,2,0,1,60,1,3
9,2,1,1,0,120,1,1
14,4,1,1,0,180,1,2
16,11,3,1,0,180,1,1
39,1,2,1,0,120,1,1
17,3,2,1,0,120,1,1
54,5,3,0,0,30,1,4
72,0,1,0,1,120,1,3
24,9,1,0,1,60,1,3
58,3,2,0,1,90,1,3
77,5,2,0,0,60,1,4
88,8,3,0,0,120,0,2
21,13,3,1,0,180,1,1
29,10,2,0,0,60,1,2
83,10,1,0,0,180,0,4
84,12,1,0,1,60,1,3
43,1,2,1,0,180,1,1
31,10,2,1,0,60,1,0
50,6,3,0,0,180,1,0
45,5,2,0,0,90,1,2
20,1,1,0,1,30,1,3
98,7,3,0,0,60,0,0
31,6,1,0,0,90,1,2
93,10,2,1,0,30,1,4
38,4,2,0,0,60,1,2
11,11,1,0,0,90,1,2
46,4,1,0,0,90,1,2
17,6,1,1,0,90,1,1
20,8,1,0,0,120,1,2
12,10,2,0,0,180,1,2
20,14,3,1,0,30,1,1
7,8,2,1,0,180,1,1
45,8,2,0,0,180,1,4
6,5,2,0,1,180,1,3
22,9,3,1,0,90,1,0
95,5,2,1,0,180,1,0
74,2,1,1,0,120,1,2
85,0,2,0,0,60,1,4
21,6,2,0,0,90,1,2
88,3,2,1,0,30,1,0
21,0,3,1,0,60,1,1
91,14,1,0,1,60,1,3
28,7,2,0,0,60,1,4
12,11,2,0,0,180,1,1
81,5,2,0,1,180,1,3
1,5,2,0,0,90,1,4
28,1,1,0,0,180,1,4
84,14,2,0,0,180,0,0
78,0,3,1,0,180,1,1
51,12,1,0,0,90,1,4
26,13,2,0,0,90,1,4
49,13,1,0,1,120,1,3
94,1,3,1,0,120,1,0
78,3,1,1,0,120,1,2
22,1,2,0,0,120,1,0
87,0,1,0,0,60,1,2
43,6,3,0,0,60,1,1
76,10,2,1,0,120,1,1
21,10,2,0,0,120,1,4
42,14,3,1,0,30,1,1
36,11,3,0,0,60,1,4
60,7,2,0,0,30,1,0
96,5,3,0,0,30,0,1
55,3,1,1,0,180,1,0
2,13,2,0,0,90,1,0
62,5,3,1,0,60,1,1
18,2,2,1,0,120,1,0
22,11,2,1,0,120,1,1
28,7,2,1,0,90,1,1
29,9,3,1,0,60,1,1
38,13,1,0,0,120,1,2
24,12,3,0,0,120,1,0
100,12,2,0,1,180,1,3
7,1,3,0,0,30,1,1
57,4,2,1,0,120,1,0
15,0,3,0,0,60,1,4
71,5,2,1,0,90,1,1
0,1,1,1,0,180,1,1
4,3,1,0,1,60,1,3
2,5,1,0,0,180,1,2
64,9,1,0,0,30,0,2
3,10,1,1,0,120,1,1
98,7,2,1,0,60,1,0
